,Species,gene,dN,dS,dN/dS
640,Pteropus_vampyrus,ENSG00000120438_TCP1,0.000001,0.006060,0.0001
641,Pteropus_alecto,ENSG00000120438_TCP1,0.000001,0.006745,0.0001
642,Rousettus_aegyptiacus,ENSG00000120438_TCP1,0.002529,0.054624,0.0463031
643,Eptesicus_fuscus,ENSG00000120438_TCP1,0.002473,0.081350,0.0303977
644,Myotis_brandtii,ENSG00000120438_TCP1,0.000001,0.013592,0.0001
645,Myotis_lucifugus,ENSG00000120438_TCP1,0.000002,0.017859,0.0001
646,Myotis_davidii,ENSG00000120438_TCP1,0.000002,0.023516,0.0001
647,Miniopterus_natalensis,ENSG00000120438_TCP1,0.001668,0.097740,0.0170631
648,Oryctolagus_cuniculus,ENSG00000120438_TCP1,0.004245,0.403604,0.010517
649,Ochotona_princeps,ENSG00000120438_TCP1,0.009098,0.317919,0.0286164
650,Cavia_porcellus,ENSG00000120438_TCP1,0.006129,0.256585,0.0238872
651,Rattus_norvegicus,ENSG00000120438_TCP1,0.002555,0.129522,0.0197287
652,Mus_musculus,ENSG00000120438_TCP1,0.003388,0.004959,0.68326
653,Mus_spretus,ENSG00000120438_TCP1,0.002544,0.008313,0.306058
654,Mus_caroli,ENSG00000120438_TCP1,0.001691,0.009288,0.182106
655,Mus_pahari,ENSG00000120438_TCP1,0.000005,0.048969,0.0001
656,Meriones_unguiculatus,ENSG00000120438_TCP1,0.004209,0.130971,0.0321402
657,Cricetulus_griseus,ENSG00000120438_TCP1,0.003282,0.129013,0.0254427
658,Microtus_ochrogaster,ENSG00000120438_TCP1,0.001809,0.125891,0.0143678
659,Peromyscus_maniculatus,ENSG00000120438_TCP1,0.002146,0.063748,0.0336703
660,Nannospalax_galili,ENSG00000120438_TCP1,0.006728,0.180791,0.0372121
661,Castor_canadensis,ENSG00000120438_TCP1,0.005802,0.149903,0.0387075
662,Marmota_marmota,ENSG00000120438_TCP1,0.007142,0.119139,0.0599426
663,Otolemur_garnettii,ENSG00000120438_TCP1,0.005614,0.157429,0.0356629
664,Callithrix_jacchus,ENSG00000120438_TCP1,0.001649,0.020710,0.0796294
665,Aotus_nancymaae,ENSG00000120438_TCP1,0.000824,0.020662,0.0398716
666,Saimiri_boliviensis,ENSG00000120438_TCP1,0.002482,0.037057,0.0669859
667,Cebus_capucinus,ENSG00000120438_TCP1,0.003310,0.006842,0.483745
668,Chlorocebus_sabaeus,ENSG00000120438_TCP1,0.000001,0.012609,0.0001
669,Piliocolobus_tephrosceles,ENSG00000120438_TCP1,0.001646,0.012854,0.128052
670,Nomascus_leucogenys,ENSG00000120438_TCP1,0.000821,0.013318,0.0616107
671,Gorilla_gorilla,ENSG00000120438_TCP1,0.000001,0.009267,0.0001
672,Pan_troglodytes,ENSG00000120438_TCP1,0.000000,0.004541,0.0001
673,Pan_paniscus,ENSG00000120438_TCP1,0.000002,0.000001,2.18065
674,Homo_sapiens,ENSG00000120438_TCP1,0.000000,0.004543,0.0001
675,Pongo_abelii,ENSG00000120438_TCP1,0.000818,0.018994,0.0430912
676,Carlito_syrichta,ENSG00000120438_TCP1,0.001659,0.104295,0.015907
677,Galeopterus_variegatus,ENSG00000120438_TCP1,0.004264,0.127622,0.0334113
678,Tupaia_belangeri,ENSG00000120438_TCP1,0.001109,0.268650,0.00412741
679,Dasypus_novemcinctus,ENSG00000120438_TCP1,0.005358,0.094976,0.0564164
680,Choloepus_hoffmanni,ENSG00000120438_TCP1,0.001881,0.085892,0.0219004
681,Trichechus_manatus,ENSG00000120438_TCP1,0.001953,0.093036,0.0209938
682,Procavia_capensis,ENSG00000120438_TCP1,0.005646,0.297147,0.0190023
683,Loxodonta_africana,ENSG00000120438_TCP1,0.003630,0.140688,0.025801
684,Echinops_telfairi,ENSG00000120438_TCP1,0.005304,0.235120,0.0225603
685,Chrysochloris_asiatica,ENSG00000120438_TCP1,0.007601,0.140505,0.0541009
686,Elephantulus_edwardii,ENSG00000120438_TCP1,0.008367,0.310653,0.0269333
687,Orycteropus_afer,ENSG00000120438_TCP1,0.002091,0.204527,0.0102232
688,Ornithorhynchus_anatinus,ENSG00000120438_TCP1,0.010511,1.312570,0.0080077
689,Monodelphis_domestica,ENSG00000138246_DNAJC13,0.004798,0.113158,0.0423972
690,Sarcophilus_harrisii,ENSG00000138246_DNAJC13,0.005915,0.100972,0.0585788
691,Phascolarctos_cinereus,ENSG00000138246_DNAJC13,0.003456,0.079234,0.0436185
692,Erinaceus_europaeus,ENSG00000138246_DNAJC13,0.008633,0.196515,0.0439286
693,Sorex_araneus,ENSG00000138246_DNAJC13,0.025062,0.325053,0.0771016
694,Condylura_cristata,ENSG00000138246_DNAJC13,0.007657,0.195817,0.0391004
695,Panthera_tigris,ENSG00000138246_DNAJC13,0.000000,0.001229,0.0001
696,Panthera_pardus,ENSG00000138246_DNAJC13,0.000001,0.005820,0.0001
697,Felis_catus,ENSG00000138246_DNAJC13,0.000001,0.008878,0.0001
698,Acinonyx_jubatus,ENSG00000138246_DNAJC13,0.000407,0.005894,0.0689934
699,Enhydra_lutris,ENSG00000138246_DNAJC13,0.000001,0.010096,0.0001
700,Mustela_putorius,ENSG00000138246_DNAJC13,0.001008,0.023508,0.0428791
701,Odobenus_rosmarus,ENSG00000138246_DNAJC13,0.000360,0.014770,0.0243953
702,Leptonychotes_weddellii,ENSG00000138246_DNAJC13,0.001107,0.027758,0.0398705
703,Ailuropoda_melanoleuca,ENSG00000138246_DNAJC13,0.000609,0.018631,0.0327024
704,Ursus_maritimus,ENSG00000138246_DNAJC13,0.000002,0.018537,0.0001
705,Manis_javanica,ENSG00000138246_DNAJC13,0.010147,0.123914,0.0818867
706,Equus_caballus,ENSG00000138246_DNAJC13,0.001669,0.002818,0.592012
707,Equus_przewalskii,ENSG00000138246_DNAJC13,0.000000,0.001165,0.0001
708,Equus_asinus,ENSG00000138246_DNAJC13,0.000808,0.003994,0.202285
709,Ceratotherium_simum,ENSG00000138246_DNAJC13,0.003348,0.053064,0.0631013
710,Vicugna_pacos,ENSG00000138246_DNAJC13,0.001384,0.028040,0.0493597
711,Camelus_dromedarius,ENSG00000138246_DNAJC13,0.000000,0.001173,0.0001
712,Camelus_ferus,ENSG00000138246_DNAJC13,0.000001,0.000001,1.64153
713,Camelus_bactrianus,ENSG00000138246_DNAJC13,0.000407,0.000585,0.696625
714,Balaenoptera_acutorostrata,ENSG00000138246_DNAJC13,0.001206,0.017259,0.0698806
715,Physeter_catodon,ENSG00000138246_DNAJC13,0.001006,0.012687,0.0792571
716,Lipotes_vexillifer,ENSG00000138246_DNAJC13,0.001610,0.011227,0.143373
717,Delphinapterus_leucas,ENSG00000138246_DNAJC13,0.000603,0.004130,0.14609
718,Tursiops_truncatus,ENSG00000138246_DNAJC13,0.002378,0.002915,0.815844
719,Orcinus_orca,ENSG00000138246_DNAJC13,0.000000,0.003540,0.0001
720,Bubalus_bubalis,ENSG00000138246_DNAJC13,0.000428,0.005625,0.0760635
721,Bos_taurus,ENSG00000138246_DNAJC13,0.000201,0.002212,0.0910482
722,Bos_indicus,ENSG00000138246_DNAJC13,0.000002,0.000001,2.26422
723,Bos_mutus,ENSG00000138246_DNAJC13,0.000403,0.002310,0.174597
724,Bison_bison,ENSG00000138246_DNAJC13,0.000202,0.004775,0.042244
725,Capra_hircus,ENSG00000138246_DNAJC13,0.000201,0.005553,0.0361903
726,Ovis_aries,ENSG00000138246_DNAJC13,0.000001,0.006910,0.0001
727,Pantholops_hodgsonii,ENSG00000138246_DNAJC13,0.001007,0.012385,0.0813031
728,Sus_scrofa,ENSG00000138246_DNAJC13,0.002374,0.098150,0.0241889
729,Hipposideros_armiger,ENSG00000138246_DNAJC13,0.003436,0.071350,0.0481534
730,Rhinolophus_sinicus,ENSG00000138246_DNAJC13,0.003397,0.055082,0.061679
731,Pteropus_vampyrus,ENSG00000138246_DNAJC13,0.000646,0.008863,0.0728385
732,Pteropus_alecto,ENSG00000138246_DNAJC13,0.000252,0.001845,0.136399
733,Rousettus_aegyptiacus,ENSG00000138246_DNAJC13,0.001207,0.034032,0.0354795
734,Eptesicus_fuscus,ENSG00000138246_DNAJC13,0.002977,0.029906,0.0995442
735,Myotis_brandtii,ENSG00000138246_DNAJC13,0.000000,0.004708,0.0001
736,Myotis_lucifugus,ENSG00000138246_DNAJC13,0.001258,0.006735,0.186784
737,Myotis_davidii,ENSG00000138246_DNAJC13,0.002261,0.015423,0.146579
738,Miniopterus_natalensis,ENSG00000138246_DNAJC13,0.004560,0.091241,0.049981
739,Oryctolagus_cuniculus,ENSG00000138246_DNAJC13,0.004156,0.075432,0.0551017
740,Ochotona_princeps,ENSG00000138246_DNAJC13,0.013783,0.345381,0.039906
741,Heterocephalus_glaber,ENSG00000138246_DNAJC13,0.003062,0.036601,0.0836555
742,Fukomys_damarensis,ENSG00000138246_DNAJC13,0.002062,0.059878,0.034433
743,Cavia_porcellus,ENSG00000138246_DNAJC13,0.000001,0.000001,1.62187
744,Cavia_aperea,ENSG00000138246_DNAJC13,0.007595,0.022082,0.343952
745,Octodon_degus,ENSG00000138246_DNAJC13,0.003071,0.082052,0.0374334
746,Chinchilla_lanigera,ENSG00000138246_DNAJC13,0.001799,0.066003,0.0272559
747,Rattus_norvegicus,ENSG00000138246_DNAJC13,0.004452,0.104320,0.0426737
748,Mus_musculus,ENSG00000138246_DNAJC13,0.000211,0.005882,0.0358769
749,Mus_spretus,ENSG00000138246_DNAJC13,0.000422,0.008201,0.051404
750,Mus_caroli,ENSG00000138246_DNAJC13,0.000648,0.024484,0.0264765
751,Mus_pahari,ENSG00000138246_DNAJC13,0.001052,0.029896,0.0351799
752,Meriones_unguiculatus,ENSG00000138246_DNAJC13,0.002036,0.097850,0.0208074
753,Mesocricetus_auratus,ENSG00000138246_DNAJC13,0.001720,0.043666,0.0393794
754,Cricetulus_griseus,ENSG00000138246_DNAJC13,0.000567,0.047483,0.0119512
755,Microtus_ochrogaster,ENSG00000138246_DNAJC13,0.002300,0.084510,0.0272146
756,Peromyscus_maniculatus,ENSG00000138246_DNAJC13,0.001722,0.065159,0.0264303
757,Nannospalax_galili,ENSG00000138246_DNAJC13,0.006964,0.149059,0.0467179
758,Jaculus_jaculus,ENSG00000138246_DNAJC13,0.005980,0.173706,0.0344256
759,Dipodomys_ordii,ENSG00000138246_DNAJC13,0.006959,0.296008,0.0235095
760,Castor_canadensis,ENSG00000138246_DNAJC13,0.004163,0.109691,0.0379497
761,Ictidomys_tridecemlineatus,ENSG00000138246_DNAJC13,0.000212,0.018386,0.0115252
762,Marmota_marmota,ENSG00000138246_DNAJC13,0.000913,0.015824,0.057712
763,Otolemur_garnettii,ENSG00000138246_DNAJC13,0.004930,0.083708,0.0588907
764,Propithecus_coquereli,ENSG00000138246_DNAJC13,0.000971,0.047950,0.0202414
765,Callithrix_jacchus,ENSG00000138246_DNAJC13,0.001386,0.024473,0.0566356
766,Aotus_nancymaae,ENSG00000138246_DNAJC13,0.001452,0.021302,0.0681466
767,Saimiri_boliviensis,ENSG00000138246_DNAJC13,0.000401,0.027132,0.0147827
768,Cebus_capucinus,ENSG00000138246_DNAJC13,0.000401,0.022463,0.0178726
769,Mandrillus_leucophaeus,ENSG00000138246_DNAJC13,0.000403,0.004714,0.0855488
770,Cercocebus_atys,ENSG00000138246_DNAJC13,0.000205,0.004171,0.0490683
771,Papio_anubis,ENSG00000138246_DNAJC13,0.000202,0.001174,0.171747
772,Macaca_mulatta,ENSG00000138246_DNAJC13,0.000000,0.000593,0.0001
773,Macaca_fascicularis,ENSG00000138246_DNAJC13,0.000000,0.000586,0.0001
774,Macaca_nemestrina,ENSG00000138246_DNAJC13,0.000403,0.002357,0.170898
775,Chlorocebus_sabaeus,ENSG00000138246_DNAJC13,0.000806,0.008152,0.0988996
776,Rhinopithecus_roxellana,ENSG00000138246_DNAJC13,0.000000,0.001969,0.0001
777,Rhinopithecus_bieti,ENSG00000138246_DNAJC13,0.000455,0.003610,0.126142
778,Piliocolobus_tephrosceles,ENSG00000138246_DNAJC13,0.000201,0.010692,0.0188131
779,Colobus_angolensis,ENSG00000138246_DNAJC13,0.000416,0.004876,0.0853115
780,Nomascus_leucogenys,ENSG00000138246_DNAJC13,0.001225,0.014201,0.0862865
781,Gorilla_gorilla,ENSG00000138246_DNAJC13,0.000410,0.005859,0.0700079
782,Pan_troglodytes,ENSG00000138246_DNAJC13,0.000000,0.000582,0.0001
783,Pan_paniscus,ENSG00000138246_DNAJC13,0.000000,0.002941,0.0001
784,Homo_sapiens,ENSG00000138246_DNAJC13,0.000605,0.005895,0.102569
785,Pongo_abelii,ENSG00000138246_DNAJC13,0.000402,0.008075,0.049829
786,Carlito_syrichta,ENSG00000138246_DNAJC13,0.006708,0.152570,0.0439646
787,Galeopterus_variegatus,ENSG00000138246_DNAJC13,0.004958,0.081196,0.0610615
788,Tupaia_belangeri,ENSG00000138246_DNAJC13,0.015098,0.258465,0.0584147
789,Dasypus_novemcinctus,ENSG00000138246_DNAJC13,0.007672,0.117112,0.065506
790,Choloepus_hoffmanni,ENSG00000138246_DNAJC13,0.008003,0.088814,0.0901087
791,Trichechus_manatus,ENSG00000138246_DNAJC13,0.004418,0.047746,0.0925368
792,Procavia_capensis,ENSG00000138246_DNAJC13,0.005751,0.166967,0.0344428
793,Echinops_telfairi,ENSG00000138246_DNAJC13,0.006382,0.183921,0.0346973
794,Chrysochloris_asiatica,ENSG00000138246_DNAJC13,0.005820,0.130994,0.0444327
795,Elephantulus_edwardii,ENSG00000138246_DNAJC13,0.017851,0.671730,0.0265742
796,Orycteropus_afer,ENSG00000138246_DNAJC13,0.004024,0.101885,0.0394931
797,Monodelphis_domestica,ENSG00000150753_CCT5,0.006717,0.061573,0.109085
798,Sarcophilus_harrisii,ENSG00000150753_CCT5,0.004179,0.105710,0.0395367
799,Phascolarctos_cinereus,ENSG00000150753_CCT5,0.002380,0.051047,0.0466158
800,Erinaceus_europaeus,ENSG00000150753_CCT5,0.013314,0.938178,0.0141917
801,Condylura_cristata,ENSG00000150753_CCT5,0.004874,0.099631,0.0489209
802,Panthera_tigris,ENSG00000150753_CCT5,0.000001,0.009051,0.0001
803,Panthera_pardus,ENSG00000150753_CCT5,0.000001,0.007967,0.0001
804,Felis_catus,ENSG00000150753_CCT5,0.000843,0.006355,0.132681
805,Acinonyx_jubatus,ENSG00000150753_CCT5,0.006923,0.029915,0.231418
806,Enhydra_lutris,ENSG00000150753_CCT5,0.001638,0.033591,0.048767
807,Mustela_putorius,ENSG00000150753_CCT5,0.000817,0.062093,0.013151
808,Odobenus_rosmarus,ENSG00000150753_CCT5,0.004269,0.034198,0.124847
809,Leptonychotes_weddellii,ENSG00000150753_CCT5,0.000895,0.059381,0.0150649
810,Ailuropoda_melanoleuca,ENSG00000150753_CCT5,0.000003,0.034301,0.0001
811,Ursus_maritimus,ENSG00000150753_CCT5,0.000002,0.021458,0.0001
812,Manis_javanica,ENSG00000150753_CCT5,0.005244,0.251289,0.0208666
813,Equus_caballus,ENSG00000150753_CCT5,0.000000,0.002531,0.0001
814,Equus_przewalskii,ENSG00000150753_CCT5,0.000857,0.002118,0.404586
815,Equus_asinus,ENSG00000150753_CCT5,0.000001,0.008907,0.0001
816,Ceratotherium_simum,ENSG00000150753_CCT5,0.001772,0.109606,0.0161654
817,Camelus_dromedarius,ENSG00000150753_CCT5,0.000000,0.000005,0.0001
818,Camelus_ferus,ENSG00000150753_CCT5,0.000000,0.002334,0.0001
819,Camelus_bactrianus,ENSG00000150753_CCT5,0.000002,0.000001,2.09304
820,Balaenoptera_acutorostrata,ENSG00000150753_CCT5,0.004123,0.065627,0.0628294
821,Physeter_catodon,ENSG00000150753_CCT5,0.004137,0.051411,0.0804733
822,Lipotes_vexillifer,ENSG00000150753_CCT5,0.000839,0.053331,0.0157254
823,Delphinapterus_leucas,ENSG00000150753_CCT5,0.002509,0.023816,0.105341
824,Tursiops_truncatus,ENSG00000150753_CCT5,0.000001,0.011763,0.0001
825,Orcinus_orca,ENSG00000150753_CCT5,0.000000,0.004682,0.0001
826,Bubalus_bubalis,ENSG00000150753_CCT5,0.000003,0.033585,0.0001
827,Bos_taurus,ENSG00000150753_CCT5,0.000000,0.004741,0.0001
828,Bos_indicus,ENSG00000150753_CCT5,0.000001,0.007230,0.0001
829,Bos_mutus,ENSG00000150753_CCT5,0.000002,0.017231,0.0001
830,Bison_bison,ENSG00000150753_CCT5,0.000000,0.002391,0.0001
831,Capra_hircus,ENSG00000150753_CCT5,0.000827,0.014793,0.0558843
832,Ovis_aries,ENSG00000150753_CCT5,0.000001,0.014205,0.0001
833,Pantholops_hodgsonii,ENSG00000150753_CCT5,0.000005,0.049110,0.0001
834,Odocoileus_virginianus,ENSG00000150753_CCT5,0.018514,0.082415,0.224646
835,Sus_scrofa,ENSG00000150753_CCT5,0.001122,0.275978,0.00406471
836,Hipposideros_armiger,ENSG00000150753_CCT5,0.005439,0.105941,0.0513414
837,Rhinolophus_sinicus,ENSG00000150753_CCT5,0.006214,0.130581,0.0475844
838,Pteropus_vampyrus,ENSG00000150753_CCT5,0.000001,0.008768,0.0001
839,Pteropus_alecto,ENSG00000150753_CCT5,0.000001,0.005552,0.0001
840,Rousettus_aegyptiacus,ENSG00000150753_CCT5,0.000856,0.112692,0.00759155
841,Eptesicus_fuscus,ENSG00000150753_CCT5,0.003498,0.030195,0.115853
842,Myotis_brandtii,ENSG00000150753_CCT5,0.002378,0.008679,0.273984
843,Myotis_lucifugus,ENSG00000150753_CCT5,0.001141,0.009623,0.118605
844,Myotis_davidii,ENSG00000150753_CCT5,0.001147,0.020205,0.0567697
845,Miniopterus_natalensis,ENSG00000150753_CCT5,0.002923,0.069924,0.041802
846,Oryctolagus_cuniculus,ENSG00000150753_CCT5,0.001682,0.099187,0.016955
847,Ochotona_princeps,ENSG00000150753_CCT5,0.006700,0.418225,0.0160207
848,Heterocephalus_glaber,ENSG00000150753_CCT5,0.001645,0.101985,0.0161291
849,Fukomys_damarensis,ENSG00000150753_CCT5,0.007391,0.226318,0.0326578
850,Cavia_porcellus,ENSG00000150753_CCT5,0.000005,0.047636,0.0001
851,Cavia_aperea,ENSG00000150753_CCT5,0.000001,0.000001,1.49751
852,Chinchilla_lanigera,ENSG00000150753_CCT5,0.002570,0.168477,0.0152532
853,Rattus_norvegicus,ENSG00000150753_CCT5,0.002635,0.093531,0.0281717
854,Mus_musculus,ENSG00000150753_CCT5,0.000859,0.004568,0.188132
855,Mus_spretus,ENSG00000150753_CCT5,0.000001,0.007097,0.0001
856,Mus_caroli,ENSG00000150753_CCT5,0.000001,0.010542,0.0001
857,Mus_pahari,ENSG00000150753_CCT5,0.000890,0.074658,0.0119214
858,Meriones_unguiculatus,ENSG00000150753_CCT5,0.007128,0.097189,0.0733365
859,Mesocricetus_auratus,ENSG00000150753_CCT5,0.001645,0.059832,0.0274945
860,Cricetulus_griseus,ENSG00000150753_CCT5,0.002678,0.077336,0.034628
861,Microtus_ochrogaster,ENSG00000150753_CCT5,0.011213,0.123372,0.0908836
862,Nannospalax_galili,ENSG00000150753_CCT5,0.005200,0.172565,0.0301341
863,Jaculus_jaculus,ENSG00000150753_CCT5,0.008273,0.395314,0.0209273
864,Dipodomys_ordii,ENSG00000150753_CCT5,0.008050,0.272045,0.0295903
865,Castor_canadensis,ENSG00000150753_CCT5,0.010171,0.144732,0.0702713
866,Ictidomys_tridecemlineatus,ENSG00000150753_CCT5,0.000889,0.010419,0.0852993
867,Marmota_marmota,ENSG00000150753_CCT5,0.000001,0.014696,0.0001
868,Otolemur_garnettii,ENSG00000150753_CCT5,0.003582,0.099191,0.0361171
869,Propithecus_coquereli,ENSG00000150753_CCT5,0.000004,0.041008,0.0001
870,Microcebus_murinus,ENSG00000150753_CCT5,0.003074,0.049546,0.0620429
871,Aotus_nancymaae,ENSG00000150753_CCT5,0.000868,0.025709,0.0337533
872,Saimiri_boliviensis,ENSG00000150753_CCT5,0.000866,0.036960,0.0234346
873,Mandrillus_leucophaeus,ENSG00000150753_CCT5,0.000001,0.012215,0.0001
874,Cercocebus_atys,ENSG00000150753_CCT5,0.000001,0.006887,0.0001
875,Papio_anubis,ENSG00000150753_CCT5,0.000001,0.011510,0.0001
876,Macaca_mulatta,ENSG00000150753_CCT5,0.000000,0.004601,0.0001
877,Macaca_fascicularis,ENSG00000150753_CCT5,0.000000,0.002291,0.0001
878,Macaca_nemestrina,ENSG00000150753_CCT5,0.000001,0.006920,0.0001
879,Chlorocebus_sabaeus,ENSG00000150753_CCT5,0.000871,0.009229,0.0943552
880,Rhinopithecus_roxellana,ENSG00000150753_CCT5,0.000001,0.006886,0.0001
881,Rhinopithecus_bieti,ENSG00000150753_CCT5,0.000002,0.000001,1.79316
882,Piliocolobus_tephrosceles,ENSG00000150753_CCT5,0.000870,0.015674,0.0555012
883,Colobus_angolensis,ENSG00000150753_CCT5,0.000001,0.009978,0.0001
884,Nomascus_leucogenys,ENSG00000150753_CCT5,0.000002,0.015464,0.0001
885,Gorilla_gorilla,ENSG00000150753_CCT5,0.000001,0.011107,0.0001
886,Pan_troglodytes,ENSG00000150753_CCT5,0.000000,0.004591,0.0001
887,Pan_paniscus,ENSG00000150753_CCT5,0.000002,0.000001,2.33147
888,Homo_sapiens,ENSG00000150753_CCT5,0.000002,0.000001,1.88336
889,Pongo_abelii,ENSG00000150753_CCT5,0.001732,0.020329,0.0851962
890,Carlito_syrichta,ENSG00000150753_CCT5,0.005266,0.139055,0.037867
891,Galeopterus_variegatus,ENSG00000150753_CCT5,0.013328,0.125308,0.106364
892,Tupaia_belangeri,ENSG00000150753_CCT5,0.006934,0.364195,0.0190392
893,Dasypus_novemcinctus,ENSG00000150753_CCT5,0.001751,0.107761,0.0162524
894,Choloepus_hoffmanni,ENSG00000150753_CCT5,0.009203,0.080612,0.114159
895,Procavia_capensis,ENSG00000150753_CCT5,0.014535,0.293298,0.0495558
896,Loxodonta_africana,ENSG00000150753_CCT5,0.001893,0.177658,0.0106577
897,Echinops_telfairi,ENSG00000150753_CCT5,0.015659,0.417402,0.0375144
898,Chrysochloris_asiatica,ENSG00000150753_CCT5,0.006613,0.204619,0.0323198
899,Elephantulus_edwardii,ENSG00000150753_CCT5,0.008709,0.392860,0.0221678
900,Ornithorhynchus_anatinus,ENSG00000150753_CCT5,0.000002,0.000001,1.98737
901,Monodelphis_domestica,ENSG00000156261_CCT8,0.006778,0.343918,0.0197072
902,Phascolarctos_cinereus,ENSG00000156261_CCT8,0.001623,0.102853,0.0157792
903,Erinaceus_europaeus,ENSG00000156261_CCT8,0.013571,0.253955,0.0534375
904,Sorex_araneus,ENSG00000156261_CCT8,0.009744,0.251516,0.0387396
905,Condylura_cristata,ENSG00000156261_CCT8,0.003235,0.170885,0.0189297
906,Panthera_tigris,ENSG00000156261_CCT8,0.000001,0.006252,0.0001
907,Panthera_pardus,ENSG00000156261_CCT8,0.000000,0.003274,0.0001
908,Felis_catus,ENSG00000156261_CCT8,0.000000,0.003586,0.0001
909,Acinonyx_jubatus,ENSG00000156261_CCT8,0.000863,0.013184,0.0654554
910,Enhydra_lutris,ENSG00000156261_CCT8,0.001684,0.006949,0.242308
911,Mustela_putorius,ENSG00000156261_CCT8,0.002581,0.030235,0.085362
912,Odobenus_rosmarus,ENSG00000156261_CCT8,0.000841,0.004636,0.181312
913,Leptonychotes_weddellii,ENSG00000156261_CCT8,0.002531,0.014338,0.176544
914,Ailuropoda_melanoleuca,ENSG00000156261_CCT8,0.000002,0.024008,0.0001
915,Ursus_maritimus,ENSG00000156261_CCT8,0.001699,0.036245,0.0468625
916,Manis_javanica,ENSG00000156261_CCT8,0.015854,0.061553,0.257575
917,Equus_caballus,ENSG00000156261_CCT8,0.000835,0.000001,999
918,Equus_przewalskii,ENSG00000156261_CCT8,0.000000,0.000005,0.0001
919,Equus_asinus,ENSG00000156261_CCT8,0.000001,0.011362,0.0001
920,Ceratotherium_simum,ENSG00000156261_CCT8,0.002701,0.037601,0.0718401
921,Vicugna_pacos,ENSG00000156261_CCT8,0.000002,0.023780,0.0001
922,Camelus_dromedarius,ENSG00000156261_CCT8,0.000000,0.000005,0.0001
923,Camelus_ferus,ENSG00000156261_CCT8,0.000001,0.000001,1.25493
924,Camelus_bactrianus,ENSG00000156261_CCT8,0.000000,0.000005,0.0001
925,Balaenoptera_acutorostrata,ENSG00000156261_CCT8,0.004292,0.041832,0.102593
926,Physeter_catodon,ENSG00000156261_CCT8,0.004178,0.037279,0.112077
927,Lipotes_vexillifer,ENSG00000156261_CCT8,0.000833,0.014615,0.0570109
928,Delphinapterus_leucas,ENSG00000156261_CCT8,0.001673,0.007088,0.23607
929,Tursiops_truncatus,ENSG00000156261_CCT8,0.000000,0.004722,0.0001
930,Orcinus_orca,ENSG00000156261_CCT8,0.000000,0.002354,0.0001
931,Bubalus_bubalis,ENSG00000156261_CCT8,0.002568,0.020461,0.12553
932,Bos_indicus,ENSG00000156261_CCT8,0.000002,0.015496,0.0001
933,Bison_bison,ENSG00000156261_CCT8,0.001713,0.008445,0.202891
934,Capra_hircus,ENSG00000156261_CCT8,0.002566,0.015071,0.170272
935,Ovis_aries,ENSG00000156261_CCT8,0.000001,0.013983,0.0001
936,Pantholops_hodgsonii,ENSG00000156261_CCT8,0.000838,0.020917,0.0400623
937,Odocoileus_virginianus,ENSG00000156261_CCT8,0.001712,0.041894,0.0408692
938,Sus_scrofa,ENSG00000156261_CCT8,0.002500,0.105761,0.0236383
939,Hipposideros_armiger,ENSG00000156261_CCT8,0.005171,0.059784,0.0864899
940,Rhinolophus_sinicus,ENSG00000156261_CCT8,0.008727,0.075657,0.115349
941,Pteropus_vampyrus,ENSG00000156261_CCT8,0.000001,0.011112,0.0001
942,Pteropus_alecto,ENSG00000156261_CCT8,0.000001,0.005408,0.0001
943,Rousettus_aegyptiacus,ENSG00000156261_CCT8,0.000801,0.040069,0.0199911
944,Eptesicus_fuscus,ENSG00000156261_CCT8,0.002971,0.097325,0.0305218
945,Myotis_brandtii,ENSG00000156261_CCT8,0.001076,0.006395,0.168206
946,Myotis_lucifugus,ENSG00000156261_CCT8,0.005018,0.023291,0.21545
947,Myotis_davidii,ENSG00000156261_CCT8,0.002244,0.047693,0.0470457
948,Miniopterus_natalensis,ENSG00000156261_CCT8,0.006723,0.158403,0.042444
949,Oryctolagus_cuniculus,ENSG00000156261_CCT8,0.001644,0.100897,0.0162977
950,Ochotona_princeps,ENSG00000156261_CCT8,0.011545,0.234620,0.0492084
951,Cavia_porcellus,ENSG00000156261_CCT8,0.000856,0.000001,999
952,Cavia_aperea,ENSG00000156261_CCT8,0.000000,0.002865,0.0001
953,Chinchilla_lanigera,ENSG00000156261_CCT8,0.006848,0.066437,0.103071
954,Rattus_norvegicus,ENSG00000156261_CCT8,0.002794,0.101095,0.0276337
955,Mus_musculus,ENSG00000156261_CCT8,0.000862,0.008321,0.103582
956,Mus_spretus,ENSG00000156261_CCT8,0.002591,0.019809,0.130802
957,Mus_caroli,ENSG00000156261_CCT8,0.000003,0.034907,0.0001
958,Mus_pahari,ENSG00000156261_CCT8,0.001686,0.031978,0.0527159
959,Meriones_unguiculatus,ENSG00000156261_CCT8,0.003079,0.053699,0.0573318
960,Mesocricetus_auratus,ENSG00000156261_CCT8,0.003348,0.091606,0.0365529
961,Cricetulus_griseus,ENSG00000156261_CCT8,0.000834,0.098714,0.00844549
962,Microtus_ochrogaster,ENSG00000156261_CCT8,0.000831,0.094290,0.008816
963,Nannospalax_galili,ENSG00000156261_CCT8,0.004163,0.183246,0.0227196
964,Dipodomys_ordii,ENSG00000156261_CCT8,0.003368,0.223477,0.0150721
965,Castor_canadensis,ENSG00000156261_CCT8,0.003287,0.130750,0.0251426
