,Species,gene,dN,dS,dN/dS
13226,Ornithorhynchus_anatinus,ENSG00000110786_PTPN5,0.005286,1.433224,0.00368818
13227,Monodelphis_domestica,ENSG00000111325_OGFOD2,0.056163,0.262053,0.214319
13228,Sarcophilus_harrisii,ENSG00000111325_OGFOD2,0.040936,0.809842,0.0505487
13229,Phascolarctos_cinereus,ENSG00000111325_OGFOD2,0.034479,0.135618,0.254235
13230,Erinaceus_europaeus,ENSG00000111325_OGFOD2,0.059100,0.544103,0.10862
13231,Condylura_cristata,ENSG00000111325_OGFOD2,0.041398,0.361160,0.114625
13232,Panthera_tigris,ENSG00000111325_OGFOD2,0.004148,0.004531,0.915427
13233,Panthera_pardus,ENSG00000111325_OGFOD2,0.003279,0.008525,0.384603
13234,Felis_catus,ENSG00000111325_OGFOD2,0.001098,0.020995,0.052315
13235,Acinonyx_jubatus,ENSG00000111325_OGFOD2,0.010527,0.015273,0.689239
13236,Enhydra_lutris,ENSG00000111325_OGFOD2,0.010562,0.051126,0.206585
13237,Mustela_putorius,ENSG00000111325_OGFOD2,0.003904,0.038352,0.101802
13238,Odobenus_rosmarus,ENSG00000111325_OGFOD2,0.009202,0.052677,0.17469
13239,Leptonychotes_weddellii,ENSG00000111325_OGFOD2,0.000004,0.039400,0.0001
13240,Ailuropoda_melanoleuca,ENSG00000111325_OGFOD2,0.002469,0.027800,0.0888017
13241,Ursus_maritimus,ENSG00000111325_OGFOD2,0.003684,0.031186,0.118133
13242,Manis_javanica,ENSG00000111325_OGFOD2,0.037642,0.206044,0.182689
13243,Equus_caballus,ENSG00000111325_OGFOD2,0.005415,0.019665,0.275378
13244,Equus_przewalskii,ENSG00000111325_OGFOD2,0.000002,0.000000,37.2768
13245,Equus_asinus,ENSG00000111325_OGFOD2,0.004375,0.009546,0.458256
13246,Ceratotherium_simum,ENSG00000111325_OGFOD2,0.013718,0.106304,0.129048
13247,Camelus_dromedarius,ENSG00000111325_OGFOD2,0.001208,0.000001,999
13248,Camelus_ferus,ENSG00000111325_OGFOD2,0.000000,0.000006,0.0001
13249,Camelus_bactrianus,ENSG00000111325_OGFOD2,0.000000,0.004682,0.0001
13250,Balaenoptera_acutorostrata,ENSG00000111325_OGFOD2,0.002395,0.027858,0.0859846
13251,Physeter_catodon,ENSG00000111325_OGFOD2,0.007196,0.055984,0.128527
13252,Lipotes_vexillifer,ENSG00000111325_OGFOD2,0.008503,0.021347,0.398327
13253,Delphinapterus_leucas,ENSG00000111325_OGFOD2,0.001211,0.015498,0.0781299
13254,Tursiops_truncatus,ENSG00000111325_OGFOD2,0.001212,0.009141,0.1326
13255,Orcinus_orca,ENSG00000111325_OGFOD2,0.002424,0.004304,0.563156
13256,Bubalus_bubalis,ENSG00000111325_OGFOD2,0.003499,0.019782,0.176892
13257,Bos_taurus,ENSG00000111325_OGFOD2,0.000000,0.004076,0.0001
13258,Bos_indicus,ENSG00000111325_OGFOD2,0.000002,0.000000,6.99338
13259,Bos_mutus,ENSG00000111325_OGFOD2,0.001275,0.008867,0.143842
13260,Bison_bison,ENSG00000111325_OGFOD2,0.002559,0.008870,0.288492
13261,Capra_hircus,ENSG00000111325_OGFOD2,0.001264,0.010826,0.116766
13262,Ovis_aries,ENSG00000111325_OGFOD2,0.001271,0.019033,0.0667682
13263,Pantholops_hodgsonii,ENSG00000111325_OGFOD2,0.002537,0.015151,0.16742
13264,Odocoileus_virginianus,ENSG00000111325_OGFOD2,0.003210,0.096718,0.0331895
13265,Sus_scrofa,ENSG00000111325_OGFOD2,0.026857,0.220728,0.121675
13266,Hipposideros_armiger,ENSG00000111325_OGFOD2,0.016942,0.146158,0.115914
13267,Rhinolophus_sinicus,ENSG00000111325_OGFOD2,0.013966,0.117007,0.119357
13268,Pteropus_vampyrus,ENSG00000111325_OGFOD2,0.001173,0.002774,0.422866
13269,Pteropus_alecto,ENSG00000111325_OGFOD2,0.004806,0.020337,0.236297
13270,Rousettus_aegyptiacus,ENSG00000111325_OGFOD2,0.002994,0.066243,0.0451986
13271,Eptesicus_fuscus,ENSG00000111325_OGFOD2,0.011309,0.040153,0.28164
13272,Myotis_brandtii,ENSG00000111325_OGFOD2,0.000002,0.018341,0.0001
13273,Myotis_lucifugus,ENSG00000111325_OGFOD2,0.001186,0.004595,0.258153
13274,Myotis_davidii,ENSG00000111325_OGFOD2,0.003573,0.037455,0.0954032
13275,Miniopterus_natalensis,ENSG00000111325_OGFOD2,0.017537,0.197231,0.088914
13276,Oryctolagus_cuniculus,ENSG00000111325_OGFOD2,0.006835,0.207435,0.0329514
13277,Ochotona_princeps,ENSG00000111325_OGFOD2,0.062869,0.450260,0.139627
13278,Heterocephalus_glaber,ENSG00000111325_OGFOD2,0.024329,0.052918,0.459742
13279,Fukomys_damarensis,ENSG00000111325_OGFOD2,0.021608,0.200131,0.10797
13280,Cavia_porcellus,ENSG00000111325_OGFOD2,0.000000,0.004915,0.0001
13281,Cavia_aperea,ENSG00000111325_OGFOD2,0.000000,0.004914,0.0001
13282,Octodon_degus,ENSG00000111325_OGFOD2,0.029344,0.193319,0.151789
13283,Chinchilla_lanigera,ENSG00000111325_OGFOD2,0.011274,0.120856,0.0932848
13284,Rattus_norvegicus,ENSG00000111325_OGFOD2,0.014216,0.141363,0.100561
13285,Mus_musculus,ENSG00000111325_OGFOD2,0.003985,0.008099,0.491973
13286,Mus_spretus,ENSG00000111325_OGFOD2,0.000002,0.019784,0.0001
13287,Mus_caroli,ENSG00000111325_OGFOD2,0.001316,0.028663,0.0459101
13288,Mus_pahari,ENSG00000111325_OGFOD2,0.002703,0.062166,0.043481
13289,Meriones_unguiculatus,ENSG00000111325_OGFOD2,0.020850,0.134140,0.155433
13290,Mesocricetus_auratus,ENSG00000111325_OGFOD2,0.009324,0.093432,0.0997944
13291,Cricetulus_griseus,ENSG00000111325_OGFOD2,0.023372,0.068460,0.341395
13292,Microtus_ochrogaster,ENSG00000111325_OGFOD2,0.014986,0.123302,0.121535
13293,Peromyscus_maniculatus,ENSG00000111325_OGFOD2,0.014774,0.152018,0.097185
13294,Nannospalax_galili,ENSG00000111325_OGFOD2,0.043072,0.191385,0.225052
13295,Jaculus_jaculus,ENSG00000111325_OGFOD2,0.040193,0.333855,0.12039
13296,Dipodomys_ordii,ENSG00000111325_OGFOD2,0.045085,0.432424,0.10426
13297,Castor_canadensis,ENSG00000111325_OGFOD2,0.021165,0.260920,0.0811166
13298,Ictidomys_tridecemlineatus,ENSG00000111325_OGFOD2,0.005572,0.034932,0.159509
13299,Marmota_marmota,ENSG00000111325_OGFOD2,0.005464,0.019968,0.273629
13300,Otolemur_garnettii,ENSG00000111325_OGFOD2,0.030681,0.199823,0.153543
13301,Propithecus_coquereli,ENSG00000111325_OGFOD2,0.008559,0.060347,0.141825
13302,Microcebus_murinus,ENSG00000111325_OGFOD2,0.007918,0.089709,0.0882616
13303,Callithrix_jacchus,ENSG00000111325_OGFOD2,0.008921,0.078387,0.113804
13304,Aotus_nancymaae,ENSG00000111325_OGFOD2,0.003762,0.053015,0.0709543
13305,Saimiri_boliviensis,ENSG00000111325_OGFOD2,0.006269,0.052057,0.120425
13306,Cebus_capucinus,ENSG00000111325_OGFOD2,0.008826,0.069591,0.12682
13307,Mandrillus_leucophaeus,ENSG00000111325_OGFOD2,0.000002,0.023799,0.0001
13308,Cercocebus_atys,ENSG00000111325_OGFOD2,0.001245,0.008590,0.144883
13309,Papio_anubis,ENSG00000111325_OGFOD2,0.002496,0.012770,0.19543
13310,Macaca_mulatta,ENSG00000111325_OGFOD2,0.001238,0.008623,0.143611
13311,Macaca_fascicularis,ENSG00000111325_OGFOD2,0.001238,0.008598,0.144015
13312,Macaca_nemestrina,ENSG00000111325_OGFOD2,0.001236,0.008682,0.142362
13313,Chlorocebus_sabaeus,ENSG00000111325_OGFOD2,0.005064,0.025205,0.200905
13314,Rhinopithecus_roxellana,ENSG00000111325_OGFOD2,0.000001,0.012713,0.0001
13315,Rhinopithecus_bieti,ENSG00000111325_OGFOD2,0.002511,0.000003,999
13316,Piliocolobus_tephrosceles,ENSG00000111325_OGFOD2,0.000003,0.026348,0.0001
13317,Colobus_angolensis,ENSG00000111325_OGFOD2,0.002479,0.000002,999
13318,Nomascus_leucogenys,ENSG00000111325_OGFOD2,0.001560,0.059140,0.026385
13319,Gorilla_gorilla,ENSG00000111325_OGFOD2,0.002452,0.009003,0.272324
13320,Pan_troglodytes,ENSG00000111325_OGFOD2,0.000000,0.000006,0.0001
13321,Pan_paniscus,ENSG00000111325_OGFOD2,0.000000,0.000006,0.0001
13322,Homo_sapiens,ENSG00000111325_OGFOD2,0.003703,0.012820,0.288834
13323,Pongo_abelii,ENSG00000111325_OGFOD2,0.002490,0.034722,0.0717175
13324,Carlito_syrichta,ENSG00000111325_OGFOD2,0.031088,0.295903,0.105061
13325,Galeopterus_variegatus,ENSG00000111325_OGFOD2,0.029471,0.238300,0.123673
13326,Tupaia_belangeri,ENSG00000111325_OGFOD2,0.042617,0.365140,0.116713
13327,Trichechus_manatus,ENSG00000111325_OGFOD2,0.015253,0.180568,0.0844739
13328,Procavia_capensis,ENSG00000111325_OGFOD2,0.036802,0.270756,0.135922
13329,Loxodonta_africana,ENSG00000111325_OGFOD2,0.007039,0.221711,0.0317487
13330,Echinops_telfairi,ENSG00000111325_OGFOD2,0.040569,0.445423,0.0910791
13331,Chrysochloris_asiatica,ENSG00000111325_OGFOD2,0.030680,0.314384,0.0975878
13332,Elephantulus_edwardii,ENSG00000111325_OGFOD2,0.048596,0.401351,0.12108
13333,Orycteropus_afer,ENSG00000111325_OGFOD2,0.021134,0.256280,0.0824651
13334,Ornithorhynchus_anatinus,ENSG00000111325_OGFOD2,0.000048,0.477471,0.0001
13335,Monodelphis_domestica,ENSG00000111907_TPD52L1,0.034899,0.038502,0.906426
13336,Sarcophilus_harrisii,ENSG00000111907_TPD52L1,0.010476,0.061739,0.169684
13337,Phascolarctos_cinereus,ENSG00000111907_TPD52L1,0.007800,0.103452,0.0753995
13338,Erinaceus_europaeus,ENSG00000111907_TPD52L1,0.018975,0.287230,0.0660631
13339,Sorex_araneus,ENSG00000111907_TPD52L1,0.027152,0.209033,0.129894
13340,Condylura_cristata,ENSG00000111907_TPD52L1,0.021503,0.158647,0.135538
13341,Panthera_tigris,ENSG00000111907_TPD52L1,0.000001,0.006423,0.0001
13342,Panthera_pardus,ENSG00000111907_TPD52L1,0.000001,0.006219,0.0001
13343,Felis_catus,ENSG00000111907_TPD52L1,0.026505,0.019076,1.38945
13344,Acinonyx_jubatus,ENSG00000111907_TPD52L1,0.000002,0.000000,565.021
13345,Enhydra_lutris,ENSG00000111907_TPD52L1,0.002193,0.026333,0.0832941
13346,Mustela_putorius,ENSG00000111907_TPD52L1,0.002167,0.040360,0.0536923
13347,Odobenus_rosmarus,ENSG00000111907_TPD52L1,0.014302,0.074172,0.192827
13348,Ailuropoda_melanoleuca,ENSG00000111907_TPD52L1,0.007082,0.047198,0.150045
13349,Ursus_maritimus,ENSG00000111907_TPD52L1,0.002210,0.011829,0.186852
13350,Manis_javanica,ENSG00000111907_TPD52L1,0.021116,0.117702,0.179404
13351,Equus_caballus,ENSG00000111907_TPD52L1,0.012869,0.000013,999
13352,Equus_przewalskii,ENSG00000111907_TPD52L1,0.000002,0.000000,5.60987
13353,Equus_asinus,ENSG00000111907_TPD52L1,0.000001,0.006125,0.0001
13354,Ceratotherium_simum,ENSG00000111907_TPD52L1,0.013253,0.039626,0.334465
13355,Vicugna_pacos,ENSG00000111907_TPD52L1,0.003538,0.023948,0.147718
13356,Camelus_dromedarius,ENSG00000111907_TPD52L1,0.000000,0.000005,0.0001
13357,Camelus_ferus,ENSG00000111907_TPD52L1,0.000000,0.000005,0.0001
13358,Camelus_bactrianus,ENSG00000111907_TPD52L1,0.000000,0.000005,0.0001
13359,Balaenoptera_acutorostrata,ENSG00000111907_TPD52L1,0.000003,0.026858,0.0001
13360,Physeter_catodon,ENSG00000111907_TPD52L1,0.002216,0.006192,0.357889
13361,Delphinapterus_leucas,ENSG00000111907_TPD52L1,0.002210,0.000002,999
13362,Tursiops_truncatus,ENSG00000111907_TPD52L1,0.003197,0.008749,0.365408
13363,Orcinus_orca,ENSG00000111907_TPD52L1,0.003920,0.000004,999
13364,Bubalus_bubalis,ENSG00000111907_TPD52L1,0.000001,0.012956,0.0001
13365,Bos_taurus,ENSG00000111907_TPD52L1,0.000001,0.000001,1.01745
13366,Bos_indicus,ENSG00000111907_TPD52L1,0.002245,0.006310,0.355762
13367,Bos_mutus,ENSG00000111907_TPD52L1,0.002205,0.004236,0.520637
13368,Bison_bison,ENSG00000111907_TPD52L1,0.002244,0.017132,0.130987
13369,Capra_hircus,ENSG00000111907_TPD52L1,0.000001,0.008691,0.0001
13370,Ovis_aries,ENSG00000111907_TPD52L1,0.000002,0.023958,0.0001
13371,Pantholops_hodgsonii,ENSG00000111907_TPD52L1,0.005107,0.034349,0.148685
13372,Odocoileus_virginianus,ENSG00000111907_TPD52L1,0.000004,0.038360,0.0001
13373,Sus_scrofa,ENSG00000111907_TPD52L1,0.002191,0.109835,0.0199439
13374,Hipposideros_armiger,ENSG00000111907_TPD52L1,0.016300,0.079351,0.205416
13375,Rhinolophus_sinicus,ENSG00000111907_TPD52L1,0.013658,0.122732,0.111281
13376,Pteropus_vampyrus,ENSG00000111907_TPD52L1,0.000000,0.000005,0.0001
13377,Pteropus_alecto,ENSG00000111907_TPD52L1,0.000001,0.012745,0.0001
13378,Rousettus_aegyptiacus,ENSG00000111907_TPD52L1,0.000003,0.031953,0.0001
13379,Eptesicus_fuscus,ENSG00000111907_TPD52L1,0.000002,0.022802,0.0001
13380,Myotis_brandtii,ENSG00000111907_TPD52L1,0.000002,0.015774,0.0001
13381,Myotis_lucifugus,ENSG00000111907_TPD52L1,0.001472,0.032142,0.0458079
13382,Myotis_davidii,ENSG00000111907_TPD52L1,0.004436,0.018455,0.240383
13383,Miniopterus_natalensis,ENSG00000111907_TPD52L1,0.025239,0.132827,0.190011
13384,Oryctolagus_cuniculus,ENSG00000111907_TPD52L1,0.006601,0.117438,0.0562057
13385,Ochotona_princeps,ENSG00000111907_TPD52L1,0.016227,0.196185,0.0827134
13386,Heterocephalus_glaber,ENSG00000111907_TPD52L1,0.041334,0.113194,0.365165
13387,Fukomys_damarensis,ENSG00000111907_TPD52L1,0.023288,0.097184,0.239627
13388,Cavia_porcellus,ENSG00000111907_TPD52L1,0.000001,0.011629,0.0001
13389,Cavia_aperea,ENSG00000111907_TPD52L1,0.000001,0.008654,0.0001
13390,Octodon_degus,ENSG00000111907_TPD52L1,0.013397,0.122469,0.109395
13391,Chinchilla_lanigera,ENSG00000111907_TPD52L1,0.011844,0.054470,0.217438
13392,Rattus_norvegicus,ENSG00000111907_TPD52L1,0.022136,0.056611,0.391016
13393,Mus_musculus,ENSG00000111907_TPD52L1,0.004386,0.000004,999
13394,Mus_spretus,ENSG00000111907_TPD52L1,0.006603,0.018955,0.348349
13395,Mus_caroli,ENSG00000111907_TPD52L1,0.002246,0.006390,0.351519
13396,Mus_pahari,ENSG00000111907_TPD52L1,0.011228,0.030320,0.370319
13397,Mesocricetus_auratus,ENSG00000111907_TPD52L1,0.015322,0.059549,0.257299
13398,Cricetulus_griseus,ENSG00000111907_TPD52L1,0.004546,0.044332,0.102552
13399,Microtus_ochrogaster,ENSG00000111907_TPD52L1,0.009063,0.114344,0.0792588
13400,Peromyscus_maniculatus,ENSG00000111907_TPD52L1,0.000018,0.182570,0.0001
13401,Nannospalax_galili,ENSG00000111907_TPD52L1,0.023664,0.192293,0.123061
13402,Jaculus_jaculus,ENSG00000111907_TPD52L1,0.011672,0.255198,0.0457367
13403,Dipodomys_ordii,ENSG00000111907_TPD52L1,0.015819,0.155464,0.101753
13404,Castor_canadensis,ENSG00000111907_TPD52L1,0.011427,0.089630,0.127495
13405,Ictidomys_tridecemlineatus,ENSG00000111907_TPD52L1,0.000004,0.040773,0.0001
13406,Marmota_marmota,ENSG00000111907_TPD52L1,0.000002,0.018473,0.0001
13407,Otolemur_garnettii,ENSG00000111907_TPD52L1,0.006580,0.081888,0.0803576
13408,Propithecus_coquereli,ENSG00000111907_TPD52L1,0.000003,0.030049,0.0001
13409,Microcebus_murinus,ENSG00000111907_TPD52L1,0.002200,0.028751,0.0765097
13410,Callithrix_jacchus,ENSG00000111907_TPD52L1,0.000001,0.012371,0.0001
13411,Aotus_nancymaae,ENSG00000111907_TPD52L1,0.010345,0.032992,0.313577
13412,Saimiri_boliviensis,ENSG00000111907_TPD52L1,0.006576,0.038404,0.171236
13413,Cebus_capucinus,ENSG00000111907_TPD52L1,0.004386,0.025428,0.172489
13414,Mandrillus_leucophaeus,ENSG00000111907_TPD52L1,0.000001,0.012639,0.0001
13415,Cercocebus_atys,ENSG00000111907_TPD52L1,0.000001,0.006275,0.0001
13416,Papio_anubis,ENSG00000111907_TPD52L1,0.000002,0.018978,0.0001
13417,Macaca_mulatta,ENSG00000111907_TPD52L1,0.000002,0.000000,5.18912
13418,Macaca_fascicularis,ENSG00000111907_TPD52L1,0.000001,0.006264,0.0001
13419,Macaca_nemestrina,ENSG00000111907_TPD52L1,0.000001,0.006271,0.0001
13420,Chlorocebus_sabaeus,ENSG00000111907_TPD52L1,0.002207,0.018779,0.117502
13421,Rhinopithecus_roxellana,ENSG00000111907_TPD52L1,0.000002,0.000000,957.199
13422,Rhinopithecus_bieti,ENSG00000111907_TPD52L1,0.006725,0.000007,999
13423,Piliocolobus_tephrosceles,ENSG00000111907_TPD52L1,0.000000,0.000005,0.0001
13424,Colobus_angolensis,ENSG00000111907_TPD52L1,0.013654,0.065691,0.207856
13425,Nomascus_leucogenys,ENSG00000111907_TPD52L1,0.013661,0.065445,0.208736
13426,Gorilla_gorilla,ENSG00000111907_TPD52L1,0.000001,0.006179,0.0001
13427,Pan_troglodytes,ENSG00000111907_TPD52L1,0.002205,0.000002,999
13428,Pan_paniscus,ENSG00000111907_TPD52L1,0.000001,0.006169,0.0001
13429,Homo_sapiens,ENSG00000111907_TPD52L1,0.000002,0.018677,0.0001
13430,Pongo_abelii,ENSG00000111907_TPD52L1,0.004516,0.012686,0.355945
13431,Carlito_syrichta,ENSG00000111907_TPD52L1,0.014247,0.211553,0.0673469
13432,Galeopterus_variegatus,ENSG00000111907_TPD52L1,0.006621,0.107262,0.061728
13433,Tupaia_belangeri,ENSG00000111907_TPD52L1,0.003552,0.160323,0.0221541
13434,Dasypus_novemcinctus,ENSG00000111907_TPD52L1,0.006548,0.100215,0.0653432
13435,Choloepus_hoffmanni,ENSG00000111907_TPD52L1,0.012509,0.029755,0.420396
13436,Trichechus_manatus,ENSG00000111907_TPD52L1,0.008373,0.075035,0.111589
13437,Procavia_capensis,ENSG00000111907_TPD52L1,0.015239,0.149033,0.102249
13438,Loxodonta_africana,ENSG00000111907_TPD52L1,0.000007,0.074235,0.0001
13439,Echinops_telfairi,ENSG00000111907_TPD52L1,0.038663,0.308710,0.12524
13440,Chrysochloris_asiatica,ENSG00000111907_TPD52L1,0.020756,0.139423,0.148873
13441,Elephantulus_edwardii,ENSG00000111907_TPD52L1,0.000029,0.287056,0.0001
13442,Orycteropus_afer,ENSG00000111907_TPD52L1,0.006416,0.093151,0.0688728
13443,Ornithorhynchus_anatinus,ENSG00000111907_TPD52L1,0.023256,0.000023,999
13444,Monodelphis_domestica,ENSG00000113805_CNTN3,0.009024,0.112542,0.0801797
13445,Sarcophilus_harrisii,ENSG00000113805_CNTN3,0.006967,0.093024,0.0748975
13446,Phascolarctos_cinereus,ENSG00000113805_CNTN3,0.008761,0.112602,0.0778058
13447,Panthera_tigris,ENSG00000113805_CNTN3,0.001322,0.020672,0.0639616
13448,Felis_catus,ENSG00000113805_CNTN3,0.001405,0.011412,0.123109
13449,Acinonyx_jubatus,ENSG00000113805_CNTN3,0.001350,0.004741,0.284784
13450,Enhydra_lutris,ENSG00000113805_CNTN3,0.002236,0.023967,0.0933026
13451,Mustela_putorius,ENSG00000113805_CNTN3,0.001814,0.015091,0.120235
13452,Odobenus_rosmarus,ENSG00000113805_CNTN3,0.001447,0.018844,0.0767984
13453,Leptonychotes_weddellii,ENSG00000113805_CNTN3,0.002209,0.023371,0.0945197
13454,Ailuropoda_melanoleuca,ENSG00000113805_CNTN3,0.003622,0.023407,0.154759
13455,Ursus_maritimus,ENSG00000113805_CNTN3,0.001360,0.023047,0.0590159
13456,Equus_caballus,ENSG00000113805_CNTN3,0.000000,0.001651,0.0001
13457,Equus_przewalskii,ENSG00000113805_CNTN3,0.000000,0.001500,0.0001
13458,Ceratotherium_simum,ENSG00000113805_CNTN3,0.008198,0.078297,0.104701
13459,Vicugna_pacos,ENSG00000113805_CNTN3,0.009495,0.028563,0.33241
13460,Camelus_dromedarius,ENSG00000113805_CNTN3,0.000456,0.000000,999
13461,Camelus_bactrianus,ENSG00000113805_CNTN3,0.000456,0.002427,0.187686
13462,Balaenoptera_acutorostrata,ENSG00000113805_CNTN3,0.001386,0.022115,0.0626802
13463,Physeter_catodon,ENSG00000113805_CNTN3,0.005907,0.012457,0.474154
13464,Lipotes_vexillifer,ENSG00000113805_CNTN3,0.001790,0.011061,0.161856
13465,Delphinapterus_leucas,ENSG00000113805_CNTN3,0.002376,0.014150,0.167905
13466,Tursiops_truncatus,ENSG00000113805_CNTN3,0.001366,0.004882,0.27986
13467,Orcinus_orca,ENSG00000113805_CNTN3,0.000001,0.006084,0.0001
13468,Bubalus_bubalis,ENSG00000113805_CNTN3,0.002770,0.023330,0.118738
13469,Bos_taurus,ENSG00000113805_CNTN3,0.000970,0.001379,0.703526
13470,Bos_indicus,ENSG00000113805_CNTN3,0.000002,0.000000,28.3556
13471,Bos_mutus,ENSG00000113805_CNTN3,0.000000,0.003084,0.0001
13472,Capra_hircus,ENSG00000113805_CNTN3,0.000453,0.014780,0.0306168
13473,Ovis_aries,ENSG00000113805_CNTN3,0.000905,0.014851,0.0609204
13474,Pantholops_hodgsonii,ENSG00000113805_CNTN3,0.001358,0.011675,0.11632
13475,Sus_scrofa,ENSG00000113805_CNTN3,0.014216,0.130002,0.109352
13476,Oryctolagus_cuniculus,ENSG00000113805_CNTN3,0.006068,0.110318,0.0550089
13477,Ochotona_princeps,ENSG00000113805_CNTN3,0.027568,0.243171,0.113367
13478,Heterocephalus_glaber,ENSG00000113805_CNTN3,0.006244,0.054076,0.115461
13479,Fukomys_damarensis,ENSG00000113805_CNTN3,0.008920,0.088938,0.100296
13480,Cavia_porcellus,ENSG00000113805_CNTN3,0.003920,0.001630,2.40536
13481,Cavia_aperea,ENSG00000113805_CNTN3,0.001121,0.005252,0.213473
13482,Octodon_degus,ENSG00000113805_CNTN3,0.010525,0.116627,0.0902463
13483,Chinchilla_lanigera,ENSG00000113805_CNTN3,0.005582,0.114249,0.0488604
13484,Rattus_norvegicus,ENSG00000113805_CNTN3,0.012311,0.090589,0.135901
13485,Mus_musculus,ENSG00000113805_CNTN3,0.001362,0.009647,0.14121
13486,Mus_spretus,ENSG00000113805_CNTN3,0.000908,0.014136,0.0642023
13487,Mus_caroli,ENSG00000113805_CNTN3,0.001403,0.022173,0.0632758
13488,Mus_pahari,ENSG00000113805_CNTN3,0.003184,0.044164,0.0721024
13489,Mesocricetus_auratus,ENSG00000113805_CNTN3,0.005685,0.063287,0.0898348
13490,Cricetulus_griseus,ENSG00000113805_CNTN3,0.003849,0.063451,0.0606626
13491,Microtus_ochrogaster,ENSG00000113805_CNTN3,0.006855,0.115716,0.0592373
13492,Peromyscus_maniculatus,ENSG00000113805_CNTN3,0.005175,0.073306,0.0705976
13493,Nannospalax_galili,ENSG00000113805_CNTN3,0.013388,0.173566,0.0771355
13494,Jaculus_jaculus,ENSG00000113805_CNTN3,0.023173,0.210345,0.110165
13495,Dipodomys_ordii,ENSG00000113805_CNTN3,0.025554,0.255527,0.100003
13496,Castor_canadensis,ENSG00000113805_CNTN3,0.014393,0.148352,0.0970193
13497,Ictidomys_tridecemlineatus,ENSG00000113805_CNTN3,0.002068,0.027578,0.0750052
13498,Marmota_marmota,ENSG00000113805_CNTN3,0.001612,0.023113,0.0697346
13499,Otolemur_garnettii,ENSG00000113805_CNTN3,0.009548,0.181650,0.0525653
13500,Propithecus_coquereli,ENSG00000113805_CNTN3,0.003480,0.050813,0.0684796
13501,Microcebus_murinus,ENSG00000113805_CNTN3,0.008711,0.105754,0.0823734
13502,Callithrix_jacchus,ENSG00000113805_CNTN3,0.002715,0.030645,0.0886092
13503,Aotus_nancymaae,ENSG00000113805_CNTN3,0.002713,0.017954,0.151134
13504,Saimiri_boliviensis,ENSG00000113805_CNTN3,0.004131,0.027158,0.152095
13505,Cebus_capucinus,ENSG00000113805_CNTN3,0.001387,0.027301,0.050808
13506,Mandrillus_leucophaeus,ENSG00000113805_CNTN3,0.000902,0.006138,0.146873
13507,Cercocebus_atys,ENSG00000113805_CNTN3,0.000451,0.009822,0.0458876
13508,Papio_anubis,ENSG00000113805_CNTN3,0.000902,0.007361,0.122502
13509,Macaca_mulatta,ENSG00000113805_CNTN3,0.000451,0.000000,999
13510,Macaca_fascicularis,ENSG00000113805_CNTN3,0.000000,0.001223,0.0001
13511,Macaca_nemestrina,ENSG00000113805_CNTN3,0.001353,0.007358,0.183896
13512,Chlorocebus_sabaeus,ENSG00000113805_CNTN3,0.000527,0.009340,0.0564074
13513,Rhinopithecus_roxellana,ENSG00000113805_CNTN3,0.000000,0.002445,0.0001
13514,Rhinopithecus_bieti,ENSG00000113805_CNTN3,0.006487,0.014720,0.440718
13515,Piliocolobus_tephrosceles,ENSG00000113805_CNTN3,0.000962,0.002550,0.377083
13516,Colobus_angolensis,ENSG00000113805_CNTN3,0.007257,0.015007,0.483567
13517,Nomascus_leucogenys,ENSG00000113805_CNTN3,0.007712,0.026850,0.287219
13518,Gorilla_gorilla,ENSG00000113805_CNTN3,0.001804,0.013211,0.136557
13519,Pan_troglodytes,ENSG00000113805_CNTN3,0.004507,0.013913,0.323927
13520,Pan_paniscus,ENSG00000113805_CNTN3,0.000450,0.003752,0.120054
13521,Homo_sapiens,ENSG00000113805_CNTN3,0.001351,0.011937,0.113163
13522,Pongo_abelii,ENSG00000113805_CNTN3,0.004679,0.019377,0.241502
13523,Carlito_syrichta,ENSG00000113805_CNTN3,0.009306,0.097406,0.0955428
13524,Galeopterus_variegatus,ENSG00000113805_CNTN3,0.014161,0.101443,0.1396
13525,Tupaia_belangeri,ENSG00000113805_CNTN3,0.021049,0.199950,0.105272
13526,Dasypus_novemcinctus,ENSG00000113805_CNTN3,0.012041,0.113197,0.106371
13527,Choloepus_hoffmanni,ENSG00000113805_CNTN3,0.018125,0.095831,0.189138
13528,Trichechus_manatus,ENSG00000113805_CNTN3,0.010629,0.080359,0.132267
13529,Procavia_capensis,ENSG00000113805_CNTN3,0.013179,0.162898,0.0809032
13530,Loxodonta_africana,ENSG00000113805_CNTN3,0.014369,0.102381,0.140352
13531,Echinops_telfairi,ENSG00000113805_CNTN3,0.038154,0.244393,0.156117
13532,Chrysochloris_asiatica,ENSG00000113805_CNTN3,0.019726,0.173319,0.113811
13533,Elephantulus_edwardii,ENSG00000113805_CNTN3,0.030142,0.466997,0.0645441
13534,Orycteropus_afer,ENSG00000113805_CNTN3,0.013029,0.124672,0.10451
13535,Ornithorhynchus_anatinus,ENSG00000113805_CNTN3,0.060804,0.505903,0.120189
13536,Monodelphis_domestica,ENSG00000115255_REEP6,0.046046,0.108446,0.424599
13537,Sarcophilus_harrisii,ENSG00000115255_REEP6,0.026407,0.075616,0.34922
13538,Phascolarctos_cinereus,ENSG00000115255_REEP6,0.024246,0.101229,0.239514
